,tower,lat,lon,orbit,scene,tile,time_UTC,date_UTC,time_solar,BESSinst,ESI,ESIdaily,ESIdailyUncertainty,ETdaily,ETdailyUncertainty,ETinstUncertainty,EmisWB,GPP,LST,LST_err,MOD16inst,NDVI-UQ,PET,PTJPLSMcanopy,PTJPLSMinst,PTJPLSMinterception,PTJPLSMsoil,RH,Rg,Rn,SM,STICcanopy,STICinst,Ta,WUE,albedo-UQ,height,radiance_1,radiance_2,radiance_3,radiance_4,radiance_5,view_zenith,year,Ta_C,ST_K,NDVI,albedo,ST_C
5493,US-WCr,45.8059,-90.0799,5345,8,15TYL,6/15/19 16:46,6/15/19,46:15.8,346.57733,0.48448667,1,0.00396,4.71179685,0.0396,223.57405,0.974,50,290.8,1.32,621.4807,,461.7854,0.8201485,223.26514,0.17124334,0.002368408,0.53765476,742.34204,622.369,0.31326196,0,2.1345031,16.55363,0,,490.03055,,7.4621205,,8.070561,7.3682327,13.516183,2019,16.55363,290.8,0.9217351,0.04698573,17.65
5494,US-WCr,45.8059,-90.0799,5345,8,15TYL,6/15/19 16:46,6/15/19,46:15.8,346.57733,0.48448667,1,0.00396,4.71179685,0.0396,223.57405,0.974,50,290.8,1.32,621.4807,,461.7854,0.8201485,223.26514,0.17124334,0.002368408,0.53765476,742.34204,622.369,0.31326196,0,2.1345031,16.55363,0,,490.03055,,7.4621205,,8.070561,7.3682327,13.516183,2019,16.55363,290.8,0.9217351,0.04698573,17.65
5497,US-WCr,45.8059,-90.0799,5348,5,15TYL,6/15/19 21:37,6/15/19,37:20.8,269.6072,0.4817286,1,0.0036,4.9656222,0.036000002,104.155594,0.978,50,292.44,1.2,442.6635,,347.55804,0.82208467,167.4569,0.17336452,0.002425156,0.537872,544.72644,443.27042,0.32430315,0.80105686,214.16791,19.467213,0,,491.14407,,7.743791,,8.317476,7.603157,25.086128,2019,19.467213,292.44,0.9217351,0.04698573,19.29
5498,US-WCr,45.8059,-90.0799,5348,5,15TYL,6/15/19 21:37,6/15/19,37:20.8,269.6072,0.4817286,1,0.0036,4.9656222,0.036000002,104.155594,0.978,50,292.44,1.2,442.6635,,347.55804,0.82208467,167.4569,0.17336452,0.002425156,0.537872,544.72644,443.27042,0.32430315,0.80105686,214.16791,19.467213,0,,491.14407,,7.743791,,8.317476,7.603157,25.086128,2019,19.467213,292.44,0.9217351,0.04698573,19.29
5500,US-WCr,45.8059,-90.0799,5363,6,15TYL,6/16/19 20:48,6/16/19,47:45.8,,,,,,,,0.976,,294.28,1.44,,,,,,,,,,,,,,,,,490.57056,,7.869356,,8.443021,7.614006,10.010949,2019,,294.28,0.9216012,0.04698429,21.13
5504,US-WCr,45.8059,-90.0799,5406,8,15TYL,6/19/19 15:05,6/19/19,05:07.8,313.29422,0.82111436,1,0.00396,5.8897505,0.0396,92.18553,0.972,50,290.34,1.32,541.78766,,408.6535,0.8706032,335.9437,0.12868357,0,0.56967235,647.38464,542.5171,0.22932817,0.7762933,341.2667,17.300898,0,,490.81107,,7.407759,,8.004981,7.302203,4.542597,2019,17.300898,290.34,0.92510736,0.046979167,17.19
5505,US-WCr,45.8059,-90.0799,5406,8,15TYL,6/19/19 15:05,6/19/19,05:07.8,313.29422,0.82111436,1,0.00396,5.8897505,0.0396,92.18553,0.972,50,290.34,1.32,541.78766,,408.6535,0.8706032,335.9437,0.12868357,0,0.56967235,647.38464,542.5171,0.22932817,0.7762933,341.2667,17.300898,0,,490.81107,,7.407759,,8.004981,7.302203,4.542597,2019,17.300898,290.34,0.92510736,0.046979167,17.19
5506,US-WCr,45.8059,-90.0799,5406,8,15TYL,6/19/19 15:05,6/19/19,05:07.8,313.29422,0.82111436,1,0.00396,5.8897505,0.0396,92.18553,0.972,50,290.34,1.32,541.78766,,408.6535,0.8706032,335.9437,0.12868357,0,0.56967235,647.38464,542.5171,0.22932817,0.7762933,341.2667,17.300898,0,,490.81107,,7.407759,,8.004981,7.302203,4.542597,2019,17.300898,290.34,0.92510736,0.046979167,17.19
5510,US-WCr,45.8059,-90.0799,5409,4,15TYL,6/19/19 19:56,6/19/19,55:45.8,314.74463,0.8153693,1,0.00444,4.7930765,0.0444,222.5886,0.972,50,296.66,1.48,622.1743,,503.67307,0.9040271,410.78952,0.09537046,0,0.52805513,744.34155,623.083,0.20963202,0,3.2744558,21.119877,0,,490.8518,,8.077783,,8.644153,7.812447,15.011805,2019,21.119877,296.66,0.92510736,0.046979167,23.51
5511,US-WCr,45.8059,-90.0799,5409,4,15TYL,6/19/19 19:56,6/19/19,55:45.8,314.74463,0.8153693,1,0.00444,4.7930765,0.0444,222.5886,0.972,50,296.66,1.48,622.1743,,503.67307,0.9040271,410.78952,0.09537046,0,0.52805513,744.34155,623.083,0.20963202,0,3.2744558,21.119877,0,,490.8518,,8.077783,,8.644153,7.812447,15.011805,2019,21.119877,296.66,0.92510736,0.046979167,23.51
5512,US-WCr,45.8059,-90.0799,5409,4,15TYL,6/19/19 19:56,6/19/19,55:45.8,314.74463,0.8153693,1,0.00444,4.7930765,0.0444,222.5886,0.972,50,296.66,1.48,622.1743,,503.67307,0.9040271,410.78952,0.09537046,0,0.52805513,744.34155,623.083,0.20963202,0,3.2744558,21.119877,0,,490.8518,,8.077783,,8.644153,7.812447,15.011805,2019,21.119877,296.66,0.92510736,0.046979167,23.51
5532,US-WCr,45.8059,-90.0799,5528,7,15TYL,6/27/19 11:42,6/27/19,41:49.8,,,,,,,,0.952,,284.98,1.76,,,,,,,,,,,,,,,,,488.34033,,6.884748,,7.482213,6.8314443,18.204517,2019,,284.98,0.94802004,0.1379322,11.83
5533,US-WCr,45.8059,-90.0799,5528,7,15TYL,6/27/19 11:42,6/27/19,41:49.8,,,,,,,,0.952,,284.98,1.76,,,,,,,,,,,,,,,,,488.34033,,6.884748,,7.482213,6.8314443,18.204517,2019,,284.98,0.94802004,0.1379322,11.83
5534,US-WCr,45.8059,-90.0799,5528,7,15TYL,6/27/19 11:42,6/27/19,41:49.8,,,,,,,,0.952,,284.98,1.76,,,,,,,,,,,,,,,,,488.34033,,6.884748,,7.482213,6.8314443,18.204517,2019,,284.98,0.94802004,0.1379322,11.83
5672,US-WCr,45.8059,-90.0799,7131,8,15TYL,10/8/19 19:07,10/8/19,07:39.8,199.20169,0.94392765,1,0.003,1.64593475,0.03,130.52176,0.974,32.770824,291.32,1,366.85916,,246.77371,0.605958,233.00374,0.05418453,0.33971485,0.52379864,522.28674,368.14398,0.2337431,0,1.9192489,17.351807,0,,489.05972,,7.649203,,8.218583,7.4981513,10.978474,2019,17.351807,291.32,0.5392251,0.13701372,18.17
5794,US-xAB,45.7624,-122.3303,11129,4,10TER,6/22/20 15:26,6/22/20,17:05.7,196.57916,0.43251845,1,0.00516,4.4332817,0.051599998,74.523834,0.964,11.664661,287.02,1.72,279.98907,,194.65074,0.21836399,84.526794,0.69114363,0.09050325,0.74686426,385.17578,280.6985,0.34766844,0.4337426,250.13512,14.11329,0,,369.492,,6.954812,,7.6187296,6.9675336,24.416727,2020,14.11329,287.02,0.86121595,0.101719104,13.87
5797,US-xAB,45.7624,-122.3303,11190,4,10TER,6/26/20 13:51,6/26/20,42:26.7,,,,,,,,0.962,,285.92,1.64,,,,,,,,,,,,,,,,,369.0507,,7.0016856,,7.624139,7.048536,23.107239,2020,,285.92,0.8720482,0.1010958,12.77
5813,US-xAB,45.7624,-122.3303,11818,7,10TER,8/6/20 02:11,8/6/20,02:08.7,,,,,,,,0.972,,292.3,1.24,,,,,,,,,,,,,,,,,368.40063,,7.8110814,,8.375999,7.643131,9.061301,2020,,292.3,0.8602083,0.10022292,19.15
6067,US-xDL,32.5417,-87.8039,7501,11,16SDB,11/1/19 15:53,11/1/19,02:13.1,65.767235,0.6500181,1,0.00204,2.0042021,0.020399999,144.93152,0.97,0,282.44,0.68,384.40338,,214.86096,0.92452246,139.72664,0.059001718,0.015215827,0.46815708,532.5853,385.89386,0.32675093,0,1.3107264,7.7510343,0,,6.1694202,,6.4931664,,7.0651245,6.7502494,16.92952,2019,7.7510343,282.44,0.65875584,0.10266874,9.29
6068,US-xDL,32.5417,-87.8039,7501,11,16SDB,11/1/19 15:53,11/1/19,02:13.1,65.767235,0.6500181,1,0.00204,2.0042021,0.020399999,144.93152,0.97,0,282.44,0.68,384.40338,,214.86096,0.92452246,139.72664,0.059001718,0.015215827,0.46815708,532.5853,385.89386,0.32675093,0,1.3107264,7.7510343,0,,6.1694202,,6.4931664,,7.0651245,6.7502494,16.92952,2019,7.7510343,282.44,0.65875584,0.10266875,9.29
6084,US-xDL,32.5417,-87.8039,8325,11,16SDB,12/24/19 18:50,12/24/19,59:23.1,416.89294,0.57498366,,,1.5723808,,115.48135,0.974,50,293.92,1.44,256.00537,,226.9735,0.66821384,131.10481,0.15838593,0.16128586,0.66054565,469.07187,345.7166,0.35488337,0.2786616,141.16806,18.941633,0,,7.637315,,8.061107,,8.51699,7.7790537,14.8413105,2019,18.941633,293.92,0.39587528,0.093799956,20.77
6085,US-xDL,32.5417,-87.8039,8325,11,16SDB,12/24/19 18:50,12/24/19,59:23.1,416.89294,0.57498366,,,1.5723808,,115.48135,0.974,50,293.92,1.44,256.00537,,226.9735,0.66821384,131.10481,0.15838593,0.16128586,0.66054565,469.07187,345.7166,0.35488337,0.2786616,141.16806,18.941633,0,,7.637315,,8.061107,,8.51699,7.7790537,14.8413105,2019,18.941633,293.92,0.39587528,0.093799956,20.77
6091,US-xDL,32.5417,-87.8039,8508,10,16SDB,1/5/20 14:04,1/5/20,13:08.1,,,,,,,,0.98,,279.4,0.72,,,,,,,,,,,,,,,,,5.7520285,,6.1850224,,6.8128715,6.4620976,0.91913223,2020,,279.4,0.3007411,0.08684458,6.25
6092,US-xDL,32.5417,-87.8039,8508,10,16SDB,1/5/20 14:04,1/5/20,13:08.1,,,,,,,,0.98,,279.4,0.72,,,,,,,,,,,,,,,,,5.7520285,,6.1850224,,6.8128715,6.4620976,0.91913223,2020,,279.4,0.3007411,0.08684458,6.25
6094,US-xDL,32.5417,-87.8039,8854,2,16SDB,1/27/20 21:13,1/27/20,22:38.1,147.54921,0.49654067,,,1.0225724,,51.474068,0.974,0,285.28,1.04,95.98939,,82.79144,0.61515987,40.95658,0.16087031,0.2226111,0.65966564,239.99884,146.13069,0.3375329,0,11.6815,12.741002,0,,6.5082583,,6.8220367,,7.449635,6.928622,3.3999484,2020,12.741002,285.28,0.32432908,0.08833818,12.13
6124,US-xDL,32.5417,-87.8039,9362,7,16SDB,2/29/20 16:07,2/29/20,16:07.1,360.76138,0.13297577,,,0.91190815,,140.82195,0.972,0,287.56,0.88,158.81116,,241.6889,0.103682846,32.050827,0.09925211,0.79643065,0.58344066,627.7003,483.72977,0.50821036,0,1.7403377,10.77306,0,,6.088588,,7.1059976,,7.724895,7.1380773,19.614723,2020,10.77306,287.56,0.11566941,0.0721432,14.41
6168,US-xDL,32.5417,-87.8039,10216,11,16SDB,4/24/20 18:26,4/24/20,34:56.1,393.02386,0.73364806,1,0.00396,3.5205983,0.0396,117.63776,0.976,50,295.8,1.32,658.36664,,504.83377,0.8815753,369.9893,0.09140121,0.02263164,0.53761053,847.577,660.9955,0.3741114,0.80435866,355.5981,22.581787,0,,6.7299004,,8.29569,,8.682797,7.9512296,6.7472396,2020,22.581787,295.8,0.6701745,0.13825078,22.65
6169,US-xDL,32.5417,-87.8039,10216,11,16SDB,4/24/20 18:26,4/24/20,34:56.1,393.02386,0.73364806,1,0.00396,3.5205983,0.0396,117.63776,0.976,50,295.8,1.32,658.36664,,504.83377,0.8815753,369.9893,0.09140121,0.02263164,0.53761053,847.577,660.9955,0.3741114,0.80435866,355.5981,22.581787,0,,6.7299004,,8.29569,,8.682797,7.9512296,6.7472396,2020,22.581787,295.8,0.6701745,0.13825078,22.65
6184,US-xDL,32.5417,-87.8039,10399,7,16SDB,5/6/20 13:43,5/6/20,52:10.1,286.22656,0.83342487,1,0.00276,6.26125785,0.0276,49.122112,0.972,50,291.6,0.92,360.73907,,282.5912,0.7621788,235.50723,0.23451003,0.003824168,0.6675701,445.2373,361.23093,0.3265419,0.39094925,245.74821,19.664616,0,,6.638455,,7.7342386,,8.303938,7.6182075,12.302237,2020,19.664616,291.6,0.89684343,0.055460524,18.45
6185,US-xDL,32.5417,-87.8039,10399,7,16SDB,5/6/20 13:43,5/6/20,52:10.1,286.22656,0.83342487,1,0.00276,6.26125785,0.0276,49.122112,0.972,50,291.6,0.92,360.73907,,282.5912,0.7621788,235.50723,0.23451003,0.003824168,0.6675701,445.2373,361.23093,0.3265419,0.39094925,245.74821,19.664616,0,,6.638455,,7.7342386,,8.303938,7.6182075,12.302237,2020,19.664616,291.6,0.89684343,0.055460524,18.45
6220,US-xDL,32.5417,-87.8039,10867,2,16SDB,6/5/20 17:45,6/5/20,54:45.1,38.339775,0.7387192,1,0.00828,4.60410275,0.0828,236.40916,0.968,50,305.32,2.76,625.0929,,542.77594,0.87269366,400.959,0.103501104,0.023491377,0.5537737,809.1033,629.40076,0.38763583,0,102.39602,32.271942,0,,6.5850353,,9.027082,,9.346572,8.080426,16.714268,2020,32.271942,305.32,0.6774245,0.16309692,32.17
6221,US-xDL,32.5417,-87.8039,10867,2,16SDB,6/5/20 17:45,6/5/20,54:45.1,38.339775,0.7387192,1,0.00828,4.60410275,0.0828,236.40916,0.968,50,305.32,2.76,625.0929,,542.77594,0.87269366,400.959,0.103501104,0.023491377,0.5537737,809.1033,629.40076,0.38763583,0,102.39602,32.271942,0,,6.5850353,,9.027082,,9.346572,8.080426,16.714268,2020,32.271942,305.32,0.6774245,0.16309692,32.17
6229,US-xDL,32.5417,-87.8039,10933,9,16SDB,6/10/20 00:20,6/10/20,29:11.1,,,,,,,,0.956,,299.8,3.2,,,,,,,,,,,,,,,,,5.6787987,,8.477067,,8.889901,7.863021,22.313864,2020,,299.8,0.67474174,0.16943517,26.65
6230,US-xDL,32.5417,-87.8039,10933,9,16SDB,6/10/20 00:20,6/10/20,29:11.1,,,,,,,,0.956,,299.8,3.2,,,,,,,,,,,,,,,,,5.6787987,,8.477067,,8.889901,7.863021,22.313864,2020,,299.8,0.67474174,0.16943517,26.65
6231,US-xDL,32.5417,-87.8039,10933,9,16SDB,6/10/20 00:20,6/10/20,29:11.1,,,,,,,,0.956,,299.8,3.2,,,,,,,,,,,,,,,,,5.6787987,,8.477067,,8.889901,7.863021,22.313864,2020,,299.8,0.67474174,0.16943517,26.65
6312,US-xDL,32.5417,-87.8039,11767,2,16SDB,8/2/20 18:55,8/2/20,04:25.1,347.62845,0.7319126,1,0.008640001,3.9966401,0.0864,211.94676,0.93,14.878904,300.12,2.88,611.45044,,519.5249,0.85805124,380.23312,0.112431265,0.029066255,0.5675947,727.2718,615.06464,0.2939431,0,17.544468,30.82699,0,,7.754108,,8.408202,,8.804888,7.56246,1.8715771,2020,30.82699,300.12,0.6553354,0.14238913,26.97
6313,US-xDL,32.5417,-87.8039,11767,2,16SDB,8/2/20 18:55,8/2/20,04:25.1,347.62845,0.7319126,1,0.008640001,3.9966401,0.0864,211.94676,0.93,14.878904,300.12,2.88,611.45044,,519.5249,0.85805124,380.23312,0.112431265,0.029066255,0.5675947,727.2718,615.06464,0.2939431,0,17.544468,30.82699,0,,7.754108,,8.408202,,8.804888,7.56246,1.8715771,2020,30.82699,300.12,0.6553354,0.14238913,26.97
6320,US-xDL,32.5417,-87.8039,11828,4,16SDB,8/6/20 17:22,8/6/20,31:07.1,62.477917,0.7617589,1,0.006,4.47802675,0.06,229.69418,0.958,50,303.56,2,668.41986,,574.6592,0.8533597,437.43344,0.12200982,0.021092791,0.57587343,822.4465,671.4077,0.3843403,0.8266771,420.94757,29.83744,0,,6.1317515,,9.147774,,9.556522,8.329268,1.4425083,2020,29.83744,303.56,0.72389084,0.118498914,30.41
6321,US-xDL,32.5417,-87.8039,11828,4,16SDB,8/6/20 17:22,8/6/20,31:07.1,62.477917,0.7617589,1,0.006,4.47802675,0.06,229.69418,0.958,50,303.56,2,668.41986,,574.6592,0.8533597,437.43344,0.12200982,0.021092791,0.57587343,822.4465,671.4077,0.3843403,0.8266771,420.94757,29.83744,0,,6.1317515,,9.147774,,9.556522,8.329268,1.4425083,2020,29.83744,303.56,0.72389084,0.14370517,30.41
6328,US-xDL,32.5417,-87.8039,11889,4,16SDB,8/10/20 15:48,8/10/20,57:36.1,214.8774,0.7604987,1,0.0078,3.2566309,0.077999994,150.42778,0.962,50,303.66,2.6,627.5269,,564.92554,0.897739,429.95322,0.092390805,0.009650846,0.5279886,695.313,631.67065,0.20535024,0.8025021,345.52164,32.718643,0,,6.802825,,9.022789,,9.416998,8.198772,1.7701019,2020,32.718643,303.66,0.78678876,0.043033518,30.51
6329,US-xDL,32.5417,-87.8039,11889,4,16SDB,8/10/20 15:48,8/10/20,57:36.1,214.8774,0.7604987,1,0.0078,3.2566309,0.077999994,150.42778,0.962,50,303.66,2.6,627.5269,,564.92554,0.897739,429.95322,0.092390805,0.009650846,0.5279886,695.313,631.67065,0.20535024,0.8025021,345.52164,32.718643,0,,6.802825,,9.022789,,9.416998,8.198772,1.7701019,2020,32.718643,303.66,0.78678876,0.043033518,30.51
6351,US-xDL,32.5417,-87.8039,12092,7,16SDB,8/23/20 18:29,8/23/20,38:19.1,250.18306,0.35321835,1,0.00732,3.05696395,0.0732,199.60068,0.918,50,297.28,2.44,607.2441,,508.8097,0.5595217,177.65845,0.3389056,0.10979757,0.6305701,691.395,610.27966,0.39582068,0,249.02637,29.620512,0,,7.0514717,,8.378079,,8.792417,7.5780396,14.190914,2020,29.620512,297.28,0.62801343,0.12766306,24.13
6384,US-xDL,32.5417,-87.8039,12682,5,16SDB,9/30/20 19:37,9/30/20,45:50.1,108.614456,0.78339165,1,0.00444,2.3548847,0.0444,150.51302,0.974,50,297.28,1.48,521.6319,,432.77997,0.94409674,337.1602,0.052971743,0.002984037,0.45746097,650.06274,522.58154,0.2556079,0.84705746,364.5768,24.307566,0,,5.76073,,8.420093,,8.932875,8.017277,5.6109548,2020,24.307566,297.28,0.8418312,0.079338655,24.13
6403,US-xDL,32.5417,-87.8039,12885,8,16SDB,10/13/20 22:18,10/13/20,27:32.1,,,,,,,,0.978,,294.46,0.96,,,,,,,,,,,,,,,,,6.8707833,,8.273496,,8.720385,7.985228,6.947764,2020,,294.46,0.71480936,0.112270504,21.31
6404,US-xDL,32.5417,-87.8039,12885,8,16SDB,10/13/20 22:18,10/13/20,27:32.1,,,,,,,,0.978,,294.46,0.96,,,,,,,,,,,,,,,,,6.8707833,,8.273496,,8.720385,7.985228,6.947764,2020,,294.46,0.71480936,0.112270504,21.31
6407,US-xDL,32.5417,-87.8039,12885,9,16SDB,10/13/20 22:19,10/13/20,28:24.1,,,,,,,,0.972,,294.34,0.96,,,,,,,,,,,,,,,,,5.675198,,8.229909,,8.688583,7.9252977,7.0756006,2020,,294.34,0.71480936,0.112270504,21.19
6408,US-xDL,32.5417,-87.8039,12885,9,16SDB,10/13/20 22:19,10/13/20,28:24.1,,,,,,,,0.972,,294.34,0.96,,,,,,,,,,,,,,,,,5.675198,,8.229909,,8.688583,7.9252977,7.0756006,2020,,294.34,0.71480936,0.112270504,21.19
6416,US-xDL,32.5417,-87.8039,13129,9,16SDB,10/29/20 16:02,10/29/20,11:29.1,191.78076,0.42954236,1,0.0036,0.970669028,0.036000002,62.944393,0.97,50,293.18,1.2,230.23198,,155.80336,0.907557,66.89688,0.06818365,0.024259325,0.44493505,525.66895,231.06012,0.49004465,0.84026426,199.21652,16.80048,0,,7.436548,,8.002534,,8.4727745,7.722116,14.381911,2020,16.80048,293.18,0.59555763,0.36766198,20.03
6417,US-xDL,32.5417,-87.8039,13129,9,16SDB,10/29/20 16:02,10/29/20,11:29.1,191.78076,0.42954236,1,0.0036,0.970669028,0.036000002,62.944393,0.97,50,293.18,1.2,230.23198,,155.80336,0.907557,66.89688,0.06818365,0.024259325,0.44493505,525.66895,231.06012,0.49004465,0.84026426,199.21652,16.80048,0,,7.436548,,8.002534,,8.4727745,7.722116,14.381911,2020,16.80048,293.18,0.59555763,0.36766198,20.03
6422,US-xDL,32.5417,-87.8039,13251,6,16SDB,11/6/20 12:54,11/6/20,02:52.1,,,,,,,,0.958,,283.78,1.68,,,,,,,,,,,,,,,,,7.087999,,6.708429,,7.397423,6.8823557,18.29911,2020,,283.78,0.69597524,0.09081404,10.63
6423,US-xDL,32.5417,-87.8039,13251,6,16SDB,11/6/20 12:54,11/6/20,02:52.1,,,,,,,,0.958,,283.78,1.68,,,,,,,,,,,,,,,,,7.087999,,6.708429,,7.397423,6.8823557,18.29911,2020,,283.78,0.69597524,0.09081404,10.63
6426,US-xDL,32.5417,-87.8039,13536,5,16SDB,11/24/20 21:43,11/24/20,52:38.1,,,,,,,,0.98,,289.12,0.96,,,,,,,,,,,,,,,,,6.528279,,7.474952,,8.004297,7.412678,7.854273,2020,,289.12,0.6706978,0.06759943,15.97
6427,US-xDL,32.5417,-87.8039,13536,5,16SDB,11/24/20 21:43,11/24/20,52:38.1,,,,,,,,0.98,,289.12,0.96,,,,,,,,,,,,,,,,,6.528279,,7.474952,,8.004297,7.412678,7.854273,2020,,289.12,0.6706978,0.06759943,15.97
6432,US-xDL,32.5417,-87.8039,13658,4,16SDB,12/2/20 18:37,12/2/20,46:08.1,135.05815,0.6411957,1,0.00168,1.44150855,0.0168,99.148155,0.98,21.334555,285.48,0.56,380.90973,,221.45111,0.9714711,141.86366,0.020300908,0.008228013,0.36777902,543.1361,382.59006,0.27350876,0.7530951,197.91267,10.41261,0,,5.936363,,6.982871,,7.529512,7.0503407,7.5609145,2020,10.41261,285.48,0.56995654,0.10802937,12.33
6435,US-xDL,32.5417,-87.8039,13780,4,16SDB,12/10/20 15:30,12/10/20,38:57.1,155.32866,0.7720438,1,0.00312,1.5400832,0.031199997,54.58718,0.976,20.03229,285.36,1.04,247.30594,,143.77946,0.5650059,109.74938,0.3260577,0.109792106,0.76125705,369.4879,248.02603,0.2893286,0.4364074,133.16922,9.487831,0,,7.6307945,,6.9244623,,7.4910326,7.0451236,9.195397,2020,9.487831,285.36,0.60763884,0.08252185,12.21
6439,US-xDL,32.5417,-87.8039,13861,6,16SDB,12/15/20 21:18,12/15/20,27:16.1,,,,,,,,0.974,,283.64,1.24,,,,,,,,,,,,,,,,,6.141325,,6.6198344,,7.265865,6.781763,21.822746,2020,,283.64,0.55628014,0.08025843,10.49
6441,US-xDL,32.5417,-87.8039,13983,6,16SDB,12/23/20 18:11,12/23/20,19:50.1,203.54195,0.6305081,1,0.00504,0.9019985,0.050399996,61.75691,0.93,0,283.58,1.68,259.44592,,177.44427,0.854315,111.88006,0.09264931,0.051028017,0.5481152,332.30478,267.05417,0.31991628,0.9027836,127.32756,16.531155,0,,6.1693954,,6.3843412,,7.2062984,6.357977,22.737314,2020,16.531155,283.58,0.51214933,0.10385769,10.43
6448,US-xDL,32.5417,-87.8039,14044,10,16SDB,12/27/20 16:37,12/27/20,45:57.1,192.79517,0.5107948,1,0.00252,0.773420715,0.025199998,104.81565,0.976,0,284.64,0.84,281.6284,,176.99301,0.8942273,90.46228,0.0582291,0.044493195,0.4758442,486.24863,332.1089,0.31336024,0,1.7019774,8.828034,0,,7.2853813,,6.8302245,,7.36074,6.901729,23.501196,2020,8.828034,284.64,0.44999433,0.11227445,11.49
